video_id,views,likes,dislikes,comment_count,thumbnail_link
8rWuGBPA7bE,543639,5370,132,390,https://i.ytimg.com/vi/8rWuGBPA7bE/default.jpg
xegUPsJaUKc,111793,7396,108,435,https://i.ytimg.com/vi/xegUPsJaUKc/default.jpg
5qxqo2CQakA,1374287,33295,8300,3036,https://i.ytimg.com/vi/5qxqo2CQakA/default.jpg
W8_T7MMywcs,62622,1769,45,257,https://i.ytimg.com/vi/W8_T7MMywcs/default.jpg
LQicq60aJaw,1184049,8497,981,3863,https://i.ytimg.com/vi/LQicq60aJaw/default.jpg
hYip_Vuv8J0,148038,5183,279,788,https://i.ytimg.com/vi/hYip_Vuv8J0/default.jpg
dQLlS4l1UJk,338590,16988,247,900,https://i.ytimg.com/vi/dQLlS4l1UJk/default.jpg
UqItlHUSN-4,3260376,115637,3474,10634,https://i.ytimg.com/vi/UqItlHUSN-4/default.jpg
uZ1M3DkKCEI,6374457,202600,10689,14356,https://i.ytimg.com/vi/uZ1M3DkKCEI/default.jpg
p7E8g-Ity0k,3842,67,11,3,https://i.ytimg.com/vi/p7E8g-Ity0k/default.jpg
IbVR4kzVQrk,114696,731,130,162,https://i.ytimg.com/vi/IbVR4kzVQrk/default.jpg
pDi7cezk9CA,1232041,164617,2998,22630,https://i.ytimg.com/vi/pDi7cezk9CA/default.jpg
JdrdNQfZoqs,4767,90,1,4,https://i.ytimg.com/vi/JdrdNQfZoqs/default.jpg
L34y5NGMQBY,11661,477,11,109,https://i.ytimg.com/vi/L34y5NGMQBY/default.jpg
NyNtWpDnT0Y,3052,7,39,0,https://i.ytimg.com/vi/NyNtWpDnT0Y/default.jpg
lRdsL1z7Ml4,344534,4511,40,433,https://i.ytimg.com/vi/lRdsL1z7Ml4/default.jpg
UVaeRX9LybU,1161776,60228,1976,11940,https://i.ytimg.com/vi/UVaeRX9LybU/default.jpg
lQ9EpoaNQRc,49017,375,1,38,https://i.ytimg.com/vi/lQ9EpoaNQRc/default.jpg
sw7RElt-SvE,110360,2054,94,198,https://i.ytimg.com/vi/sw7RElt-SvE/default.jpg
Fjm81OPZbpU,955104,32845,425,1728,https://i.ytimg.com/vi/Fjm81OPZbpU/default.jpg
EP5ExDvQ3p4,76956,2269,108,736,https://i.ytimg.com/vi/EP5ExDvQ3p4/default.jpg
NKin_i1pcFA,1457307,29851,1032,7918,https://i.ytimg.com/vi/NKin_i1pcFA/default.jpg
piyds9slayg,19976,174,4,8,https://i.ytimg.com/vi/piyds9slayg/default.jpg
e5IRkF20JmU,478259,27027,531,10424,https://i.ytimg.com/vi/e5IRkF20JmU/default.jpg
w2A8q3XIhu0,556475,23837,275,1322,https://i.ytimg.com/vi/w2A8q3XIhu0/default.jpg
aliDVYH08pg,239592,7742,203,436,https://i.ytimg.com/vi/aliDVYH08pg/default.jpg
6tiphMs-dCY,1970963,68401,1793,2334,https://i.ytimg.com/vi/6tiphMs-dCY/default.jpg
XAzqBDFs418,1752883,137210,1198,6341,https://i.ytimg.com/vi/XAzqBDFs418/default.jpg
4iN6uiOsCr0,96082,5724,42,3117,https://i.ytimg.com/vi/4iN6uiOsCr0/default.jpg
Em8C6AvD4sk,54141,491,49,79,https://i.ytimg.com/vi/Em8C6AvD4sk/default.jpg
2omJBSQcm5g,534291,4993,181,0,https://i.ytimg.com/vi/2omJBSQcm5g/default.jpg
SxAp27sFaIM,682894,60206,1779,11887,https://i.ytimg.com/vi/SxAp27sFaIM/default.jpg
266EI7hdjFs,2693367,32785,3051,7478,https://i.ytimg.com/vi/266EI7hdjFs/default.jpg
c3BTGJgd8Wo,307242,4536,520,2341,https://i.ytimg.com/vi/c3BTGJgd8Wo/default.jpg
me5ifeBFaFo,481783,18336,188,997,https://i.ytimg.com/vi/me5ifeBFaFo/default.jpg
-C5q3oir8gA,497085,13960,608,1842,https://i.ytimg.com/vi/-C5q3oir8gA/default.jpg
_9YMpuLDnwo,10883016,100508,21627,11382,https://i.ytimg.com/vi/_9YMpuLDnwo/default.jpg
X6iJ0hPpGec,539605,30432,280,2819,https://i.ytimg.com/vi/X6iJ0hPpGec/default.jpg
xl3HhY2BTuU,1270477,12058,620,6865,https://i.ytimg.com/vi/xl3HhY2BTuU/default.jpg
sjN-NGsRg9g,523885,73680,286,6354,https://i.ytimg.com/vi/sjN-NGsRg9g/default.jpg
Z2Y8jGrkrDc,389207,13401,1001,930,https://i.ytimg.com/vi/Z2Y8jGrkrDc/default.jpg
sW5HaEsnuMI,1002937,24828,1239,3627,https://i.ytimg.com/vi/sW5HaEsnuMI/default.jpg
1l26UFQ06eQ,3707365,48888,7362,10610,https://i.ytimg.com/vi/1l26UFQ06eQ/default.jpg
w4lcP5ZA4wg,336662,11291,160,1287,https://i.ytimg.com/vi/w4lcP5ZA4wg/default.jpg
e77J4g0LMOk,2121624,99783,2030,0,https://i.ytimg.com/vi/e77J4g0LMOk/default.jpg
92HCNclQOYo,211403,6386,151,316,https://i.ytimg.com/vi/92HCNclQOYo/default.jpg
a-4_6bThk2E,331367,10917,472,2561,https://i.ytimg.com/vi/a-4_6bThk2E/default.jpg
hRAGY4BaFQs,56736,327,436,184,https://i.ytimg.com/vi/hRAGY4BaFQs/default.jpg
48qcnpCWBq0,479732,69709,509,5656,https://i.ytimg.com/vi/48qcnpCWBq0/default.jpg
6wHVgiM0R54,160340,9822,118,2063,https://i.ytimg.com/vi/6wHVgiM0R54/default.jpg
xejjA2AFO5I,433758,5407,108,724,https://i.ytimg.com/vi/xejjA2AFO5I/default.jpg
YF6xzqOfCD8,153131,12441,48,548,https://i.ytimg.com/vi/YF6xzqOfCD8/default.jpg
JR4oPuV3CWg,239226,6932,341,454,https://i.ytimg.com/vi/JR4oPuV3CWg/default.jpg
spuXN0ccRQ8,798301,17753,1142,3429,https://i.ytimg.com/vi/spuXN0ccRQ8/default.jpg
DQQN_79QrDY,2073239,21391,1702,1954,https://i.ytimg.com/vi/DQQN_79QrDY/default.jpg
iMg9ibfcBnM,165106,4670,902,1041,https://i.ytimg.com/vi/iMg9ibfcBnM/default.jpg
JgByDCdtNE8,174569,5616,74,497,https://i.ytimg.com/vi/JgByDCdtNE8/default.jpg
bXYkU5u5pzg,258271,1033,380,323,https://i.ytimg.com/vi/bXYkU5u5pzg/default.jpg
l5S5DM564O8,19333,0,0,0,https://i.ytimg.com/vi/l5S5DM564O8/default.jpg
GhcqN2FDAnA,421286,6748,3657,5284,https://i.ytimg.com/vi/GhcqN2FDAnA/default.jpg
oX4YCoO6tK4,2150401,61328,5880,12256,https://i.ytimg.com/vi/oX4YCoO6tK4/default.jpg
bJNnsAmNoUc,27459,947,62,76,https://i.ytimg.com/vi/bJNnsAmNoUc/default.jpg
3SlG3sE8Ytg,914633,44025,437,5286,https://i.ytimg.com/vi/3SlG3sE8Ytg/default.jpg
AWtpYfjylCo,288815,5507,731,553,https://i.ytimg.com/vi/AWtpYfjylCo/default.jpg
sxxJug2Ob_A,3178950,155602,10546,12073,https://i.ytimg.com/vi/sxxJug2Ob_A/default.jpg
8IEvxQKzLyI,52339,3285,79,370,https://i.ytimg.com/vi/8IEvxQKzLyI/default.jpg
SM1w9PEQOE8,17931825,1066373,20288,69704,https://i.ytimg.com/vi/SM1w9PEQOE8/default.jpg
X212iTIMfYU,8957,329,13,45,https://i.ytimg.com/vi/X212iTIMfYU/default.jpg
76-ui4F8DJ0,62122,1943,196,2208,https://i.ytimg.com/vi/76-ui4F8DJ0/default.jpg
an6dsm86Kn4,420650,12910,492,3890,https://i.ytimg.com/vi/an6dsm86Kn4/default.jpg
6SevTnFTdpA,71072,388,50,348,https://i.ytimg.com/vi/6SevTnFTdpA/default.jpg
SA7AIQw-7Ms,8258471,414711,5794,21208,https://i.ytimg.com/vi/SA7AIQw-7Ms/default.jpg
olOdCkYIsrA,172031,5249,180,872,https://i.ytimg.com/vi/olOdCkYIsrA/default.jpg
Z48OG9917mg,517703,19688,1008,923,https://i.ytimg.com/vi/Z48OG9917mg/default.jpg
A34O0pCAQ60,47614,358,30,457,https://i.ytimg.com/vi/A34O0pCAQ60/default.jpg
#NAME?,122648,1643,64,218,https://i.ytimg.com/vi/-rZkKvRZ0UE/default.jpg
gkvhlo4a5iQ,608273,20511,580,2850,https://i.ytimg.com/vi/gkvhlo4a5iQ/default.jpg
MQSRmx9zS64,68913,1507,100,235,https://i.ytimg.com/vi/MQSRmx9zS64/default.jpg
OdpHOc7vqHA,2706676,107981,1271,11252,https://i.ytimg.com/vi/OdpHOc7vqHA/default.jpg
oFBuCp19L7M,1127924,18949,437,1648,https://i.ytimg.com/vi/oFBuCp19L7M/default.jpg
EYLUUm9SLW0,177938,8578,526,953,https://i.ytimg.com/vi/EYLUUm9SLW0/default.jpg
8cpqLRC7T80,543050,32403,459,2194,https://i.ytimg.com/vi/8cpqLRC7T80/default.jpg
B9127l-xpdE,153186,1395,72,185,https://i.ytimg.com/vi/B9127l-xpdE/default.jpg
aSO1gltbg0o,65799,749,18,51,https://i.ytimg.com/vi/aSO1gltbg0o/default.jpg
uUEdjGTIB9Y,47054,2491,91,252,https://i.ytimg.com/vi/uUEdjGTIB9Y/default.jpg
hBvcngHRTFg,1338294,39583,710,2403,https://i.ytimg.com/vi/hBvcngHRTFg/default.jpg
EKkzbbLYPuI,2553735,144807,1683,6129,https://i.ytimg.com/vi/EKkzbbLYPuI/default.jpg
uFUHjJQIC_4,232142,6604,127,500,https://i.ytimg.com/vi/uFUHjJQIC_4/default.jpg
44W9qstI8H8,404250,14258,428,988,https://i.ytimg.com/vi/44W9qstI8H8/default.jpg
0doVNhCyoA4,21819,164,21,0,https://i.ytimg.com/vi/0doVNhCyoA4/default.jpg
chFKDaZns6w,263233,20412,2513,5956,https://i.ytimg.com/vi/chFKDaZns6w/default.jpg
gob0unzEdRw,1778470,18940,7048,4306,https://i.ytimg.com/vi/gob0unzEdRw/default.jpg
4WnizmrnJlk,2817216,26544,1323,3377,https://i.ytimg.com/vi/4WnizmrnJlk/default.jpg
DgOUdtUlL24,3192347,147729,731,4112,https://i.ytimg.com/vi/DgOUdtUlL24/default.jpg
h8hMvvP_Bdo,1030745,24284,534,934,https://i.ytimg.com/vi/h8hMvvP_Bdo/default.jpg
bMrRN99DYKU,4160214,115911,4092,9003,https://i.ytimg.com/vi/bMrRN99DYKU/default.jpg
QF031DwMffQ,1236251,26283,1054,3773,https://i.ytimg.com/vi/QF031DwMffQ/default.jpg
817P8W8-mGE,24409021,895415,17872,46589,https://i.ytimg.com/vi/817P8W8-mGE/default.jpg
wSwewlSkIXU,622885,26170,618,1996,https://i.ytimg.com/vi/wSwewlSkIXU/default.jpg
QUDYmBTrudU,92897,7365,412,449,https://i.ytimg.com/vi/QUDYmBTrudU/default.jpg
ElmsIGT85tI,1195683,53079,1366,3544,https://i.ytimg.com/vi/ElmsIGT85tI/default.jpg
2HboMs0vbsE,3747210,244559,5835,13636,https://i.ytimg.com/vi/2HboMs0vbsE/default.jpg
tfaGleA4qYo,976479,7660,1558,1728,https://i.ytimg.com/vi/tfaGleA4qYo/default.jpg
hms9nX3RUdk,65966,4450,87,359,https://i.ytimg.com/vi/hms9nX3RUdk/default.jpg
o7iL2KzDh38,3888666,230838,2858,13092,https://i.ytimg.com/vi/o7iL2KzDh38/default.jpg
fEskVQgtwaI,3197543,7511,525,933,https://i.ytimg.com/vi/fEskVQgtwaI/default.jpg
0qpE8IHz3go,1118659,33742,923,3060,https://i.ytimg.com/vi/0qpE8IHz3go/default.jpg
6ZfuNTqbHE8,84281319,2555411,51008,339708,https://i.ytimg.com/vi/6ZfuNTqbHE8/default.jpg
OrwBc6PwAcY,512020,10832,118,633,https://i.ytimg.com/vi/OrwBc6PwAcY/default.jpg
qaivW5joQrk,210072,1581,243,0,https://i.ytimg.com/vi/qaivW5joQrk/default.jpg
XbuQAbG2AZ0,868868,21005,988,2543,https://i.ytimg.com/vi/XbuQAbG2AZ0/default.jpg
jLM2ibaRbrk,3820337,282060,2756,23470,https://i.ytimg.com/vi/jLM2ibaRbrk/default.jpg
aA6Z0x4rX30,237006,8534,218,1003,https://i.ytimg.com/vi/aA6Z0x4rX30/default.jpg
SGKcrxK9hsg,44611,3772,117,633,https://i.ytimg.com/vi/SGKcrxK9hsg/default.jpg
eep4_0JaaG8,268059,8536,176,1406,https://i.ytimg.com/vi/eep4_0JaaG8/default.jpg
osc1DbNpNXE,187610,3087,132,160,https://i.ytimg.com/vi/osc1DbNpNXE/default.jpg
WXyLdg4mJxo,615260,35637,208,1694,https://i.ytimg.com/vi/WXyLdg4mJxo/default.jpg
beUCw1VH11U,69420,3210,74,103,https://i.ytimg.com/vi/beUCw1VH11U/default.jpg
HaRpFCEWLE0,76186,2175,69,151,https://i.ytimg.com/vi/HaRpFCEWLE0/default.jpg
UpGPcHrVUZI,4631,21,0,6,https://i.ytimg.com/vi/UpGPcHrVUZI/default.jpg
sYorT6jRNDc,313431,994,833,986,https://i.ytimg.com/vi/sYorT6jRNDc/default.jpg
tuONqBMf3XA,838549,24953,1469,4582,https://i.ytimg.com/vi/tuONqBMf3XA/default.jpg
cNrfQm9yG5o,32987,1878,33,443,https://i.ytimg.com/vi/cNrfQm9yG5o/default.jpg
TPcV_3D3V2A,1300715,1825,131,193,https://i.ytimg.com/vi/TPcV_3D3V2A/default.jpg
7NcVNt7zQJM,114655,4850,98,300,https://i.ytimg.com/vi/7NcVNt7zQJM/default.jpg
nx1R-eHSkfM,3352913,0,0,0,https://i.ytimg.com/vi/nx1R-eHSkfM/default.jpg
fLwKs5yslSU,2089947,167197,1432,8576,https://i.ytimg.com/vi/fLwKs5yslSU/default.jpg
eV6yLbWCMDU,1316854,26797,779,1012,https://i.ytimg.com/vi/eV6yLbWCMDU/default.jpg
sk-DFZh1G1w,657524,40252,761,15890,https://i.ytimg.com/vi/sk-DFZh1G1w/default.jpg
KXHrCBkIxQQ,1121733,7687,1263,981,https://i.ytimg.com/vi/KXHrCBkIxQQ/default.jpg
SFr0fCgrTNQ,1192990,81806,1153,8954,https://i.ytimg.com/vi/SFr0fCgrTNQ/default.jpg
Bju5Enu--80,139892,14303,74,779,https://i.ytimg.com/vi/Bju5Enu--80/default.jpg
sTvY9Llqtms,1291261,47563,1056,3047,https://i.ytimg.com/vi/sTvY9Llqtms/default.jpg
jSh3FFKFH_g,218012,22282,111,2433,https://i.ytimg.com/vi/jSh3FFKFH_g/default.jpg
#NAME?,268590,8663,232,526,https://i.ytimg.com/vi/-gfGtIHfU7A/default.jpg
TsT5GLWgSkU,1008131,83790,2884,5274,https://i.ytimg.com/vi/TsT5GLWgSkU/default.jpg
1I0cUTXwr-k,95891,4428,366,998,https://i.ytimg.com/vi/1I0cUTXwr-k/default.jpg
EA5Tn5Gw_8s,19100,1163,9,116,https://i.ytimg.com/vi/EA5Tn5Gw_8s/default.jpg
K7NE3nfdkgg,339306,528,39,50,https://i.ytimg.com/vi/K7NE3nfdkgg/default.jpg
7AXo-bYGXI4,4866020,178341,2480,6969,https://i.ytimg.com/vi/7AXo-bYGXI4/default.jpg
BLts9UN_K3g,98894,4472,85,463,https://i.ytimg.com/vi/BLts9UN_K3g/default.jpg
Iay3Wu6wybA,1413723,31625,1837,2494,https://i.ytimg.com/vi/Iay3Wu6wybA/default.jpg
2BIx2x-Q2fE,307915,16008,110,1135,https://i.ytimg.com/vi/2BIx2x-Q2fE/default.jpg
pCfmsVFCPmY,262063,20741,431,1105,https://i.ytimg.com/vi/pCfmsVFCPmY/default.jpg
LU6xDgpnIyM,4395483,484913,3559,79694,https://i.ytimg.com/vi/LU6xDgpnIyM/default.jpg
REt-3P5h4Lo,1727746,63887,2727,2636,https://i.ytimg.com/vi/REt-3P5h4Lo/default.jpg
rdJdJpwmcKU,541237,20638,623,3146,https://i.ytimg.com/vi/rdJdJpwmcKU/default.jpg
ZBXZojt6dpM,172632,6771,221,408,https://i.ytimg.com/vi/ZBXZojt6dpM/default.jpg
Fh3zmz7Ravw,639815,10947,347,765,https://i.ytimg.com/vi/Fh3zmz7Ravw/default.jpg
GxLYCKB8v2w,16360,652,4,51,https://i.ytimg.com/vi/GxLYCKB8v2w/default.jpg
vOKOamXsXYE,472518,28289,225,1506,https://i.ytimg.com/vi/vOKOamXsXYE/default.jpg
My4RA5I0FKs,9821377,230508,6016,13731,https://i.ytimg.com/vi/My4RA5I0FKs/default.jpg
aTvw9_dxBlk,32050,161,17,171,https://i.ytimg.com/vi/aTvw9_dxBlk/default.jpg
Lwfhn_MiTTg,476768,38427,281,2592,https://i.ytimg.com/vi/Lwfhn_MiTTg/default.jpg
v1OhsiZjpww,864903,2323,861,18,https://i.ytimg.com/vi/v1OhsiZjpww/default.jpg
nMbUA7dghlk,1655120,58816,1055,3760,https://i.ytimg.com/vi/nMbUA7dghlk/default.jpg
0vhxoVwqZkk,587308,49544,260,2234,https://i.ytimg.com/vi/0vhxoVwqZkk/default.jpg
izwomieBwG0,436683,19041,309,1693,https://i.ytimg.com/vi/izwomieBwG0/default.jpg
0xCggNCs2kU,113307,3264,161,429,https://i.ytimg.com/vi/0xCggNCs2kU/default.jpg
0EQuVfP-vXs,195420,518,335,360,https://i.ytimg.com/vi/0EQuVfP-vXs/default.jpg
ZfHiw_LFNGw,4961443,22240,7260,3102,https://i.ytimg.com/vi/ZfHiw_LFNGw/default.jpg
Zx7p_tmWlq0,13997,72,36,0,https://i.ytimg.com/vi/Zx7p_tmWlq0/default.jpg
GDUncuEErzQ,7554,29,3,2,https://i.ytimg.com/vi/GDUncuEErzQ/default.jpg
qEklBC2BQig,94568,2855,29,276,https://i.ytimg.com/vi/qEklBC2BQig/default.jpg
pJ96Z2PPKI8,1212650,22522,920,1447,https://i.ytimg.com/vi/pJ96Z2PPKI8/default.jpg
pWZnhJay0Y8,132468,2445,558,1209,https://i.ytimg.com/vi/pWZnhJay0Y8/default.jpg
0MyCrMrkMFo,336776,16878,432,752,https://i.ytimg.com/vi/0MyCrMrkMFo/default.jpg
2nJ3U5dzvPs,89594,2230,96,245,https://i.ytimg.com/vi/2nJ3U5dzvPs/default.jpg
oeAEuiovVbg,1058032,21268,228,1256,https://i.ytimg.com/vi/oeAEuiovVbg/default.jpg
VhexfxLPgTE,310519,8677,98,1370,https://i.ytimg.com/vi/VhexfxLPgTE/default.jpg
gvZW4Lh-8Mc,55469,161,8,30,https://i.ytimg.com/vi/gvZW4Lh-8Mc/default.jpg
Z9cB0TjfIkM,2109158,61175,1042,5289,https://i.ytimg.com/vi/Z9cB0TjfIkM/default.jpg
UAdJvXMIlXc,297680,6290,212,539,https://i.ytimg.com/vi/UAdJvXMIlXc/default.jpg
ykHeGtN4m94,2946557,73493,3202,5256,https://i.ytimg.com/vi/ykHeGtN4m94/default.jpg
NqntFonA2iY,657337,3014,7706,3313,https://i.ytimg.com/vi/NqntFonA2iY/default.jpg
a8gzChJsvEo,1789817,38476,3328,6570,https://i.ytimg.com/vi/a8gzChJsvEo/default.jpg
J3IbiFCR-Xs,88657,593,27,52,https://i.ytimg.com/vi/J3IbiFCR-Xs/default.jpg
sQi0Yu1ApyE,896944,7406,356,754,https://i.ytimg.com/vi/sQi0Yu1ApyE/default.jpg
f2xPEy4PrmA,38793,148,4,9,https://i.ytimg.com/vi/f2xPEy4PrmA/default.jpg
4qakFfGRV4E,42463,732,87,121,https://i.ytimg.com/vi/4qakFfGRV4E/default.jpg
y7QjFRtt-sg,269201,23715,133,1016,https://i.ytimg.com/vi/y7QjFRtt-sg/default.jpg
ggpoZyF2lU0,692231,18958,514,603,https://i.ytimg.com/vi/ggpoZyF2lU0/default.jpg
HVjlcUtuENM,759844,18096,21877,4477,https://i.ytimg.com/vi/HVjlcUtuENM/default.jpg
d8GHT9nK66Y,834616,15950,674,398,https://i.ytimg.com/vi/d8GHT9nK66Y/default.jpg
cIriwVhRPVA,452685,21675,474,1189,https://i.ytimg.com/vi/cIriwVhRPVA/default.jpg
5MtBgDVPtx0,1217170,90952,916,6818,https://i.ytimg.com/vi/5MtBgDVPtx0/default.jpg
6d6SmcYcP_U,364402,3270,168,588,https://i.ytimg.com/vi/6d6SmcYcP_U/default.jpg
7uvxjNut1gk,65683,34,10,0,https://i.ytimg.com/vi/7uvxjNut1gk/default.jpg
k9oMv0JzCn8,35820,377,24,52,https://i.ytimg.com/vi/k9oMv0JzCn8/default.jpg
J2kNt-PHayo,127072,4173,95,310,https://i.ytimg.com/vi/J2kNt-PHayo/default.jpg
o9zRQijCN5w,637661,28009,356,1106,https://i.ytimg.com/vi/o9zRQijCN5w/default.jpg
Q9B45wXYpzc,4964,46,1,61,https://i.ytimg.com/vi/Q9B45wXYpzc/default.jpg
3XklsSF53pc,911100,23058,612,1871,https://i.ytimg.com/vi/3XklsSF53pc/default.jpg
ljEjBIZ2qCQ,320455,12562,383,1604,https://i.ytimg.com/vi/ljEjBIZ2qCQ/default.jpg
q9bGAAYR2MY,127301,6065,242,486,https://i.ytimg.com/vi/q9bGAAYR2MY/default.jpg
wa9ZyarpM2U,1544798,35289,1581,3158,https://i.ytimg.com/vi/wa9ZyarpM2U/default.jpg
a33EuuqAP9U,141225,3421,261,582,https://i.ytimg.com/vi/a33EuuqAP9U/default.jpg
nVrkQyLS4oE,384624,28239,359,1503,https://i.ytimg.com/vi/nVrkQyLS4oE/default.jpg
lyavSkF30Rs,56577,449,27,176,https://i.ytimg.com/vi/lyavSkF30Rs/default.jpg
THr_seahKUI,2231089,34658,24496,19086,https://i.ytimg.com/vi/THr_seahKUI/default.jpg
#NAME?,81488,2568,64,163,https://i.ytimg.com/vi/-v-_Z11T5L4/default.jpg
mGAdg2lB6nQ,120971,3721,1650,1070,https://i.ytimg.com/vi/mGAdg2lB6nQ/default.jpg
ri1m5j_yq8A,243470,1665,59,297,https://i.ytimg.com/vi/ri1m5j_yq8A/default.jpg
LYX7CnSiBSM,333820,14082,229,753,https://i.ytimg.com/vi/LYX7CnSiBSM/default.jpg
CXK3OiDgymo,758192,26629,282,823,https://i.ytimg.com/vi/CXK3OiDgymo/default.jpg
_KEN-cxmGw8,1108618,9984,1327,2639,https://i.ytimg.com/vi/_KEN-cxmGw8/default.jpg
fy5hua8oEVQ,134146,1515,113,571,https://i.ytimg.com/vi/fy5hua8oEVQ/default.jpg
4SvJgnhnUag,20545,550,2,82,https://i.ytimg.com/vi/4SvJgnhnUag/default.jpg
1vc1cKeor5A,70177,3109,62,651,https://i.ytimg.com/vi/1vc1cKeor5A/default.jpg
TNRrY8m71u4,93451,3484,43,566,https://i.ytimg.com/vi/TNRrY8m71u4/default.jpg
xe8Id7pDNOM,322376,12291,261,2955,https://i.ytimg.com/vi/xe8Id7pDNOM/default.jpg
Ah7ldw_WmtE,647516,33556,572,1472,https://i.ytimg.com/vi/Ah7ldw_WmtE/default.jpg
8rWuGBPA7bE,605918,5565,136,402,https://i.ytimg.com/vi/8rWuGBPA7bE/default.jpg
CVPp5FtQN8E,2082,20,0,5,https://i.ytimg.com/vi/CVPp5FtQN8E/default.jpg
exYLX9xGoyo,652798,30378,284,5377,https://i.ytimg.com/vi/exYLX9xGoyo/default.jpg
Tn5OBFgiExQ,52164,218,8,31,https://i.ytimg.com/vi/Tn5OBFgiExQ/default.jpg
BGtsTNCMrQI,1375,2,0,3,https://i.ytimg.com/vi/BGtsTNCMrQI/default.jpg
QgaYsdnOMiM,640849,25613,310,2609,https://i.ytimg.com/vi/QgaYsdnOMiM/default.jpg
LqF3QRp3VCE,423039,6332,244,1321,https://i.ytimg.com/vi/LqF3QRp3VCE/default.jpg
5qxqo2CQakA,1429023,33689,8370,3057,https://i.ytimg.com/vi/5qxqo2CQakA/default.jpg
3MA_64gyaA0,607415,19893,458,2263,https://i.ytimg.com/vi/3MA_64gyaA0/default.jpg
xegUPsJaUKc,113748,7451,109,435,https://i.ytimg.com/vi/xegUPsJaUKc/default.jpg
dQLlS4l1UJk,380031,17639,274,927,https://i.ytimg.com/vi/dQLlS4l1UJk/default.jpg
q_yzyuYDhVw,102357,6234,101,305,https://i.ytimg.com/vi/q_yzyuYDhVw/default.jpg
W8_T7MMywcs,64214,1795,46,257,https://i.ytimg.com/vi/W8_T7MMywcs/default.jpg
UqItlHUSN-4,3513086,118784,3594,11060,https://i.ytimg.com/vi/UqItlHUSN-4/default.jpg
uZ1M3DkKCEI,6877412,208531,11055,14351,https://i.ytimg.com/vi/uZ1M3DkKCEI/default.jpg
LQicq60aJaw,1218771,8737,1004,3906,https://i.ytimg.com/vi/LQicq60aJaw/default.jpg
hYip_Vuv8J0,159322,5490,291,811,https://i.ytimg.com/vi/hYip_Vuv8J0/default.jpg
pDi7cezk9CA,1275330,168189,3107,22931,https://i.ytimg.com/vi/pDi7cezk9CA/default.jpg
p7E8g-Ity0k,3912,67,11,3,https://i.ytimg.com/vi/p7E8g-Ity0k/default.jpg
pKkZjjhPCQM,1758327,57623,3122,9225,https://i.ytimg.com/vi/pKkZjjhPCQM/default.jpg
SxAp27sFaIM,2662428,132593,8061,24597,https://i.ytimg.com/vi/SxAp27sFaIM/default.jpg
me5ifeBFaFo,1873538,60683,1736,5568,https://i.ytimg.com/vi/me5ifeBFaFo/default.jpg
a_iMlwkzwow,360880,22837,578,2922,https://i.ytimg.com/vi/a_iMlwkzwow/default.jpg
dDAlGl_8f9U,495312,17961,408,2572,https://i.ytimg.com/vi/dDAlGl_8f9U/default.jpg
#NAME?,8643326,299731,5168,23303,https://i.ytimg.com/vi/-RmUADCWI4A/default.jpg
YvcIeSfaB3c,990016,14361,2239,4567,https://i.ytimg.com/vi/YvcIeSfaB3c/default.jpg
qgTtyfgzGc0,239087,4299,178,990,https://i.ytimg.com/vi/qgTtyfgzGc0/default.jpg
z1FfOwjlqxU,993435,7388,919,3187,https://i.ytimg.com/vi/z1FfOwjlqxU/default.jpg
KjICBHj1EzM,1365999,26821,423,1908,https://i.ytimg.com/vi/KjICBHj1EzM/default.jpg
k8RSetlPF04,456286,26975,1578,4226,https://i.ytimg.com/vi/k8RSetlPF04/default.jpg
BOZngVYS04s,1006870,56812,368,26575,https://i.ytimg.com/vi/BOZngVYS04s/default.jpg
mrORbZ2dS08,112186,7987,278,863,https://i.ytimg.com/vi/mrORbZ2dS08/default.jpg
dd3XfA4NVcQ,420943,1423,141,1152,https://i.ytimg.com/vi/dd3XfA4NVcQ/default.jpg
v_CMMWCN5nQ,160196,10834,162,327,https://i.ytimg.com/vi/v_CMMWCN5nQ/default.jpg
266EI7hdjFs,4740233,49645,4339,9196,https://i.ytimg.com/vi/266EI7hdjFs/default.jpg
AtbyHpFeVDI,132458,3334,55,162,https://i.ytimg.com/vi/AtbyHpFeVDI/default.jpg
bqbWMgkvedI,141529,5659,142,234,https://i.ytimg.com/vi/bqbWMgkvedI/default.jpg
0ZAA9Y4F37I,36945,243,271,249,https://i.ytimg.com/vi/0ZAA9Y4F37I/default.jpg
mNj27CgDAhQ,300142,6662,331,990,https://i.ytimg.com/vi/mNj27CgDAhQ/default.jpg
hRAGY4BaFQs,159480,552,1109,397,https://i.ytimg.com/vi/hRAGY4BaFQs/default.jpg
U0Az4NHlzfc,84442,4360,196,411,https://i.ytimg.com/vi/U0Az4NHlzfc/default.jpg
c3BTGJgd8Wo,522680,6106,691,2949,https://i.ytimg.com/vi/c3BTGJgd8Wo/default.jpg
R8WBN3fJmwM,962042,36068,845,12272,https://i.ytimg.com/vi/R8WBN3fJmwM/default.jpg
blgS56pESPk,1241552,51181,590,9630,https://i.ytimg.com/vi/blgS56pESPk/default.jpg
BC19fhyTG_M,1840613,372289,4995,45491,https://i.ytimg.com/vi/BC19fhyTG_M/default.jpg
X6iJ0hPpGec,792371,37116,436,3478,https://i.ytimg.com/vi/X6iJ0hPpGec/default.jpg
